Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,080390,"Fruit, edible; bananas, other than plantains, fresh or dried",8,Weight in kilograms,12096085,,,,12096084,,8460385,,,0
H5,2018,2018,2018,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,080390,"Fruit, edible; bananas, other than plantains, fresh or dried",8,Weight in kilograms,22473727,,,,22473727,,15269740,,,0
H5,2019,2019,2019,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,080390,"Fruit, edible; bananas, other than plantains, fresh or dried",8,Weight in kilograms,21211681,,,,21211681,,15259944,,,0
H4,2013,2013,2013,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,080390,"Fruit, edible; bananas, other than plantains, fresh or dried",8,Weight in kilograms,2298704,,,,2298704,,3226794,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,080390,"Fruit, edible; bananas, other than plantains, fresh or dried",8,Weight in kilograms,4357421,,,,4357421,,3153713,,,0
H4,2015,2015,2015,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,080390,"Fruit, edible; bananas, other than plantains, fresh or dried",8,Weight in kilograms,10717661,,,,10717661,,7460232,,,0
H4,2016,2016,2016,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,080390,"Fruit, edible; bananas, other than plantains, fresh or dried",8,Weight in kilograms,11772503,,,,11772503,,8111166,,,0
