Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070410,"Vegetables, brassica; cauliflowers and headed broccoli, fresh or chilled",8,Weight in kilograms,308,,,,308,,811,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,070410,"Vegetables, brassica; cauliflowers and headed broccoli, fresh or chilled",8,Weight in kilograms,8,,,,8,,59,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070410,"Vegetables, brassica; cauliflowers and headed broccoli, fresh or chilled",8,Weight in kilograms,300,,,,300,,752,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070420,"Vegetables, brassica; brussel sprouts, fresh or chilled",8,Weight in kilograms,55,,,,55,,362,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070420,"Vegetables, brassica; brussel sprouts, fresh or chilled",8,Weight in kilograms,55,,,,55,,362,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,2858775,,,,2858775,,540773,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,32,,,,32,,186,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,821360,,,,821360,,146283,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,1935251,,,,1935251,,376277,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,381,Italy,ITA,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,100,,,,100,,42,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,261,,,,261,,1892,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,604,Peru,PER,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,200,,,,200,,85,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,139,,,,139,,648,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,724,Spain,ESP,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,132,,,,132,,54,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,792,Turkey,TUR,,,,,,,,070490,"Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled",8,Weight in kilograms,101300,,,,101300,,15306,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070511,"Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled",8,Weight in kilograms,10,,,,10,,98,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070511,"Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled",8,Weight in kilograms,10,,,,10,,98,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070519,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled",8,Weight in kilograms,71,,,,71,,937,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,381,Italy,ITA,,,,,,,,070519,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled",8,Weight in kilograms,56,,,,56,,825,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070519,"Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled",8,Weight in kilograms,15,,,,15,,112,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070521,"Vegetables; witloff chicory (cichorium intybus var. foliosum), fresh or chilled",8,Weight in kilograms,13,,,,13,,100,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070521,"Vegetables; witloff chicory (cichorium intybus var. foliosum), fresh or chilled",8,Weight in kilograms,13,,,,13,,100,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070610,"Vegetables, root; carrots and turnips, fresh or chilled",8,Weight in kilograms,198820,,,,198820,,77936,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070610,"Vegetables, root; carrots and turnips, fresh or chilled",8,Weight in kilograms,166535,,,,166535,,64985,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,710,South Africa,ZAF,,,,,,,,070610,"Vegetables, root; carrots and turnips, fresh or chilled",8,Weight in kilograms,35,,,,35,,616,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,792,Turkey,TUR,,,,,,,,070610,"Vegetables, root; carrots and turnips, fresh or chilled",8,Weight in kilograms,32250,,,,32250,,12335,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070690,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",8,Weight in kilograms,1197,,,,1197,,7045,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,276,Germany,DEU,,,,,,,,070690,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",8,Weight in kilograms,50,,,,50,,471,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070690,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",8,Weight in kilograms,81,,,,81,,534,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,724,Spain,ESP,,,,,,,,070690,"Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled",8,Weight in kilograms,1066,,,,1066,,6040,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070700,"Vegetables; cucumbers and gherkins, fresh or chilled",8,Weight in kilograms,333871,,,,333871,,849711,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070700,"Vegetables; cucumbers and gherkins, fresh or chilled",8,Weight in kilograms,318955,,,,318955,,810789,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,792,Turkey,TUR,,,,,,,,070700,"Vegetables; cucumbers and gherkins, fresh or chilled",8,Weight in kilograms,14916,,,,14916,,38922,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070810,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled",8,Weight in kilograms,18,,,,18,,214,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,320,Guatemala,GTM,,,,,,,,070810,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled",8,Weight in kilograms,3,,,,3,,30,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,404,Kenya,KEN,,,,,,,,070810,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled",8,Weight in kilograms,9,,,,9,,108,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,716,Zimbabwe,ZWE,,,,,,,,070810,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled",8,Weight in kilograms,6,,,,6,,75,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070820,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",8,Weight in kilograms,1165,,,,1165,,2944,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070820,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",8,Weight in kilograms,1060,,,,1060,,1751,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,404,Kenya,KEN,,,,,,,,070820,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",8,Weight in kilograms,93,,,,93,,1063,,,0
H4,2014,2014,2014,6,1,1,Import,51,Armenia,ARM,834,United Rep. of Tanzania,TZA,,,,,,,,070820,"Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled",8,Weight in kilograms,12,,,,12,,129,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,839345,,,,839345,,812402,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,276,Germany,DEU,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,45000,,,,45000,,33981,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,794345,,,,794345,,778422,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,3348775,,,,3348775,,3507556,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,40,Austria,AUT,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,44000,,,,44000,,58080,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,124,Canada,CAN,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,125000,,,,125000,,106250,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,203,Czechia,CZE,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,18000,,,,18000,,19801,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,80000,,,,80000,,75699,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,276,Germany,DEU,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,291500,,,,291500,,224020,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,2790275,,,,2790275,,3023707,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,3547560,,,,3547560,,3385809,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,40,Austria,AUT,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,41625,,,,41625,,29970,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,203,Czechia,CZE,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,43500,,,,43500,,37923,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,50000,,,,50000,,52336,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,276,Germany,DEU,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,701200,,,,701200,,561904,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,2710635,,,,2710635,,2702676,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,826,United Kingdom,GBR,,,,,,,,070110,"Seed potatoes, fresh/chilled",8,Weight in kilograms,600,,,,600,,1000,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,729224,,,,729224,,169334,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,247000,,,,247000,,59531,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,172000,,,,172000,,38703,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,310224,,,,310224,,71100,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,6013760,,,,6013760,,1570792,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,102510,,,,102510,,24818,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,1161100,,,,1161100,,276265,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,2451840,,,,2451840,,600058,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,586,Pakistan,PAK,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,2245610,,,,2245610,,657794,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,818,Egypt,EGY,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,52700,,,,52700,,11858,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,1551271,,,,1551271,,411125,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,21300,,,,21300,,6286,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,50380,,,,50380,,11336,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,1382711,,,,1382711,,347980,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,586,Pakistan,PAK,,,,,,,,070190,"Potatoes other than seed potatoes, fresh/chilled",8,Weight in kilograms,96880,,,,96880,,45523,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,230607,,,,230607,,578338,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,56,Belgium,BEL,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,25,,,,25,,63,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,66015,,,,66015,,166954,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,116870,,,,116870,,292183,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,41270,,,,41270,,103046,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,381,Italy,ITA,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,1,,,,1,,26,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,11,,,,11,,28,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,724,Spain,ESP,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,15,,,,15,,38,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,6400,,,,6400,,16000,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,244382,,,,244382,,583230,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,87359,,,,87359,,220331,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,135905,,,,135905,,341564,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,2290,,,,2290,,7269,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,724,Spain,ESP,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,15,,,,15,,38,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,150,,,,150,,376,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,899,"Areas, nes",,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,18663,,,,18663,,13652,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,237189,,,,237189,,596579,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,121628,,,,121628,,304074,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070200,"Tomatoes, fresh/chilled",8,Weight in kilograms,115561,,,,115561,,292505,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,10271119,,,,10271119,,4362352,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,1026810,,,,1026810,,462245,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,1261465,,,,1261465,,523590,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,7891344,,,,7891344,,3343385,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,37500,,,,37500,,16931,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,818,Egypt,EGY,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,54000,,,,54000,,16201,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,10583434,,,,10583434,,4981336,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,2766117,,,,2766117,,1251714,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,3118960,,,,3118960,,1471849,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,4460797,,,,4460797,,2147554,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,586,Pakistan,PAK,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,22100,,,,22100,,13260,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,1500,,,,1500,,675,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,818,Egypt,EGY,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,213960,,,,213960,,96284,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,8068269,,,,8068269,,3471700,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,1549480,,,,1549480,,697103,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,2099680,,,,2099680,,897959,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,4301219,,,,4301219,,1828913,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,75940,,,,75940,,31893,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,804,Ukraine,UKR,,,,,,,,070310,"Onions & shallots, fresh/chilled",8,Weight in kilograms,41950,,,,41950,,15833,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,84699,,,,84699,,105710,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,61339,,,,61339,,77467,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,2780,,,,2780,,3547,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,20580,,,,20580,,24697,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,48000,,,,48000,,58395,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,44000,,,,44000,,52801,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,3700,,,,3700,,5202,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,300,,,,300,,393,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,200,,,,200,,200,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,070320,"Garlic, fresh/chilled",8,Weight in kilograms,200,,,,200,,200,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070390,"Leeks & other alliaceous vegetables, fresh/chilled",8,Weight in kilograms,600,,,,600,,961,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070390,"Leeks & other alliaceous vegetables, fresh/chilled",8,Weight in kilograms,600,,,,600,,961,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070390,"Leeks & other alliaceous vegetables, fresh/chilled",8,Weight in kilograms,30,,,,30,,62,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070390,"Leeks & other alliaceous vegetables, fresh/chilled",8,Weight in kilograms,30,,,,30,,62,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,0,,,,0,,87,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,0,,,,0,,50,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,0,,,,0,,37,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,2100,,,,2100,,1190,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,1600,,,,1600,,501,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,500,,,,500,,690,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,3695,,,,3695,,1652,,,0
