Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,1280,,,,1280,,375,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,2300,,,,2300,,858,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,15,,,,15,,254,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,070410,"Cauliflowers & headed broccoli, fresh/chilled",8,Weight in kilograms,100,,,,100,,166,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070420,"Brussels sprouts, fresh/chilled",8,Weight in kilograms,320,,,,320,,459,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,616,Poland,POL,,,,,,,,070420,"Brussels sprouts, fresh/chilled",8,Weight in kilograms,320,,,,320,,459,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070420,"Brussels sprouts, fresh/chilled",8,Weight in kilograms,320,,,,320,,621,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,616,Poland,POL,,,,,,,,070420,"Brussels sprouts, fresh/chilled",8,Weight in kilograms,320,,,,320,,621,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,430,,,,430,,72,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,0,,,,0,,4,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,430,,,,430,,68,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,149620,,,,149620,,30262,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,116160,,,,116160,,23209,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,33460,,,,33460,,7053,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,77340,,,,77340,,14393,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,76800,,,,76800,,13484,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,40,,,,40,,57,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,070490,"Cabbages, kohlrabi, kale & similar edible brassicas (excl. cauliflowers, headed broccoli & Brussels sprouts), fresh/chilled",8,Weight in kilograms,500,,,,500,,852,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070511,"Cabbage lettuce (head lettuce), fresh/chilled",8,Weight in kilograms,183,,,,183,,255,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,724,Spain,ESP,,,,,,,,070511,"Cabbage lettuce (head lettuce), fresh/chilled",8,Weight in kilograms,33,,,,33,,105,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,070511,"Cabbage lettuce (head lettuce), fresh/chilled",8,Weight in kilograms,150,,,,150,,150,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070610,"Carrots & turnips, fresh/chilled",8,Weight in kilograms,197097,,,,197097,,83884,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070610,"Carrots & turnips, fresh/chilled",8,Weight in kilograms,107005,,,,107005,,44715,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070610,"Carrots & turnips, fresh/chilled",8,Weight in kilograms,35850,,,,35850,,13445,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070610,"Carrots & turnips, fresh/chilled",8,Weight in kilograms,54242,,,,54242,,25724,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070610,"Carrots & turnips, fresh/chilled",8,Weight in kilograms,12,,,,12,,234,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,710,South Africa,ZAF,,,,,,,,070610,"Carrots & turnips, fresh/chilled",8,Weight in kilograms,12,,,,12,,234,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070690,"Salad beetroot, salsify, celeriac, radishes & similar edible roots (excl. carrots & turnips), fresh/chilled",8,Weight in kilograms,2950,,,,2950,,1245,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070690,"Salad beetroot, salsify, celeriac, radishes & similar edible roots (excl. carrots & turnips), fresh/chilled",8,Weight in kilograms,2950,,,,2950,,1245,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,431310,,,,431310,,1124232,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,11175,,,,11175,,30021,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,36580,,,,36580,,95121,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,373810,,,,373810,,973752,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,9745,,,,9745,,25337,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,400846,,,,400846,,1116191,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,29187,,,,29187,,78458,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,96230,,,,96230,,250271,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,275429,,,,275429,,787462,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,339050,,,,339050,,890370,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,29930,,,,29930,,77848,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,070700,"Cucumbers & gherkins, fresh/chilled",8,Weight in kilograms,309120,,,,309120,,812522,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070810,"Peas (Pisum sativum), shelled/unshelled, fresh/chilled",8,Weight in kilograms,6,,,,6,,77,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,604,Peru,PER,,,,,,,,070810,"Peas (Pisum sativum), shelled/unshelled, fresh/chilled",8,Weight in kilograms,6,,,,6,,77,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,3121,,,,3121,,5334,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,2556,,,,2556,,4430,,,0
H3,2010,2010,2010,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,565,,,,565,,904,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,1230,,,,1230,,1553,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,950,,,,950,,1245,,,0
H3,2011,2011,2011,6,1,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,280,,,,280,,308,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,489,,,,489,,1344,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,400,,,,400,,397,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,404,Kenya,KEN,,,,,,,,070820,"Beans (Vigna spp., Phaseolus spp.), shelled/unshelled, fresh/chilled",8,Weight in kilograms,89,,,,89,,947,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,070890,"Leguminous vegetables (excl. of 0708.10 & 0708.20), shelled/unshelled, fresh/chilled",8,Weight in kilograms,24,,,,24,,260,,,0
H3,2012,2012,2012,6,1,1,Import,51,Armenia,ARM,404,Kenya,KEN,,,,,,,,070890,"Leguminous vegetables (excl. of 0708.10 & 0708.20), shelled/unshelled, fresh/chilled",8,Weight in kilograms,24,,,,24,,260,,,0
